date	tt	title	year	directors	stars	plot
2024-06-01	tt7616798	A Dog's Way Home	2019	Charles Martin Smith	Ashley Judd,Jonah Hauer-King,Edward James Olmos	A female dog travels four hundred miles in search of her owner throughout a Colorado wilderness.
2024-06-08	tt0347149	Howl's Moving Castle	2004	Hayao Miyazaki	Chieko Baishô,Takuya Kimura,Akihiro Miwa	When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.
2024-06-09	tt9848626	Hotel Transylvania 4: Transformania	2022	Derek Drymon,Jennifer Kluska	Andy Samberg,Selena Gomez,Kathryn Hahn	After one experiment, Johnny turns into a monster and everyone else becomes human. Now it has to be seen whether they will be able to reverse this experiment.
2024-06-20	tt20316748	Twilight of the Warriors: Walled In	2024	Soi Cheang	Louis Koo,Sammo Kam-Bo Hung,Richie Jen	Follows troubled youth Chan Lok-kwun as he accidentally enters the Walled City, discovers the order amidst its chaos, and learns important life lessons along the way.
2024-06-22	tt6166392	Wonka	2023	Paul King	Timothée Chalamet,Gustave Die,Murray McArthur	With dreams of opening a shop in a city renowned for its chocolate, a young and poor Willy Wonka discovers that the industry is run by a cartel of greedy chocolatiers.
2024-06-23	tt0245429	Spirited Away	2001	Hayao Miyazaki	Rumi Hiiragi,Miyu Irino,Mari Natsuki	During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.
2024-06-29	tt1392190	Mad Max: Fury Road	2015	George Miller	Tom Hardy,Charlize Theron,Nicholas Hoult	In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.
2024-08-03	tt5264838	Crater	2023	Kyle Patrick Alvarez	Isaiah Russell-Bailey,Mckenna Grace,Billy Barratt	After the death of his father, a boy growing up on a lunar mining colony takes a trip to explore a legendary crater, along with his four best friends, prior to permanently leaving the Moon and relocated to another planet.
2024-08-10	tt0097814	Kiki's Delivery Service	1989	Hayao Miyazaki	Minami Takayama,Rei Sakuma,Mieko Nobusawa	Along with her black cat Jiji, Kiki settles in a seaside town and starts a high-flying delivery service. Here begins her magical encounter with independence and responsibility, making lifelong friends and finding her place in the world.
2024-08-17	tt0119698	Princess Mononoke	1997	Hayao Miyazaki	Yôji Matsuda,Yuriko Ishida,Yûko Tanaka	While seeking to cure himself of a curse, young warrior Ashitaka stumbles into a conflict between the people of Iron Town and Princess Mononoke, a girl raised by wolves, who will stop at nothing to prevent the destruction of her home.
2024-08-24	tt0876563	Ponyo	2008	Hayao Miyazaki	Tomoko Yamaguchi,Kazushige Nagashima,Yûki Amami	A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.
2024-09-01	tt12037194	Furiosa: A Mad Max Saga	2024	George Miller	Anya Taylor-Joy,Chris Hemsworth,Tom Burke	After being snatched from the Green Place of Many Mothers, while the tyrants Dementus and Immortan Joe fight for power and control, the young Furiosa must survive many trials as she puts together the means to find her way home.
2024-09-08	tt2013293	The Wind Rises	2013	Hayao Miyazaki	Hideaki Anno,Hidetoshi Nishijima,Miori Takimoto	Jiro Horikoshi studies assiduously to fulfill his aim of becoming an aeronautical engineer. As WWII begins, fighter aircraft designed by him end up getting used by the Japanese Empire against its foes.
2024-10-02	tt23468450	Longlegs	2024	Osgood Perkins	Maika Monroe,Nicolas Cage,Blair Underwood	In pursuit of a serial killer, an FBI agent uncovers a series of occult clues that she must solve to end his terrifying killing spree.
2024-10-05	tt0455944	The Equalizer	2014	Antoine Fuqua	Denzel Washington,Marton Csokas,Chloë Grace Moretz	A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.
2024-10-06	tt3766354	The Equalizer 2	2018	Antoine Fuqua	Denzel Washington,Pedro Pascal,Ashton Sanders	Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?
2024-11-09	tt17024450	The Equalizer 3	2023	Antoine Fuqua	Denzel Washington,Dakota Fanning,Eugenio Mastrandrea	Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.
2024-11-23	tt11389872	Kingdom of the Planet of the Apes	2024	Wes Ball	Owen Teague,Freya Allan,Kevin Durand	Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike.
2024-12-20	tt1684562	The Fall Guy	2024	David Leitch	Ryan Gosling,Emily Blunt,Aaron Taylor-Johnson	A stuntman, fresh off an almost career-ending accident, has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.
2024-12-28	tt21188080	Lisa Frankenstein	2024	Zelda Williams	Kathryn Newton,Liza Soberano,Jenna Davis	A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.
2025-01-11	tt9214772	Monkey Man	2024	Dev Patel	Dev Patel,Pitobash,Jatin Malik	An anonymous young man unleashes a campaign of vengeance against the corrupt leaders who murdered his mother and continue to systematically victimize the poor and powerless.
2025-01-29	tt14257582	Wolfs	2024	Jon Watts	Amy Ryan,Austin Abrams,George Clooney	Two rival fixers cross paths when they're both called in to help cover up a prominent New York official's misstep. Over one explosive night, they'll have to set aside their petty grievances and their egos to finish the job.
2025-02-03	tt17526714	The Substance	2024	Coralie Fargeat	Demi Moore,Margaret Qualley,Dennis Quaid	A fading celebrity takes a black-market drug: a cell-replicating substance that helps her create a younger, better version of herself.
2025-02-23	tt4468740	Paddington 2	2017	Paul King	Michael Gambon,Imelda Staunton,Ben Whishaw	Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.
2025-02-23	tt11315808	Joker: Folie à Deux	2024	Todd Phillips	Joaquin Phoenix,Lady Gaga,Brendan Gleeson	Struggling with his dual identity, failed comedian Arthur Fleck meets the love of his life, Harley Quinn, while incarcerated at Arkham State Hospital.
2025-02-24	tt22874848	The Silent Hour	2024	Brad Anderson	Joel Kinnaman,Sandra Mae Frank,Mekhi Phifer	A detective with hearing loss and a deaf witness to a murder must lean on each other to outsmart killers they can't hear coming when cornered in an abandoned apartment block.
2025-03-14	tt3521164	Moana	2016	Ron Clements,Don Hall,John Musker	Auli'i Cravalho,Dwayne Johnson,Rachel House	In ancient Polynesia, when a terrible curse incurred by the demigod Maui reaches Moana's island, she answers the Ocean's call to seek out Maui to set things right.
2025-03-23	tt15239678	Dune: Part Two	2024	Denis Villeneuve	Timothée Chalamet,Zendaya,Rebecca Ferguson	Paul Atreides unites with the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the universe, he endeavors to prevent a terrible future.
2025-05-05	tt10627720	Ne Zha	2019	Yu Yang	Yanting Lü,Joseph,Mo Han	Born with unique powers, a boy is recruited to fight demons and save the community that fears him.
2025-06-07	tt3794354	Sonic the Hedgehog	2020	Jeff Fowler	Ben Schwartz,James Marsden,Jim Carrey	Taking refuge on Earth, when Sonic uses his incredible speed and accidentally knock out the power in part of the United States, he catches the attention of Dr. Robotnik and must stop him from using his unique power for world domination.
2025-06-07	tt12412888	Sonic the Hedgehog 2	2022	Jeff Fowler	James Marsden,Jim Carrey,Ben Schwartz	When Dr. Robotnik returns with a new partner, Knuckles, in search of an emerald that has the power to destroy civilizations, Sonic teams up with his own sidekick, Tails, on a journey across the world to find the emerald first.
2025-06-08	tt18259086	Sonic the Hedgehog 3	2024	Jeff Fowler	Jim Carrey,Ben Schwartz,Keanu Reeves	Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance.
2025-06-28	tt6105098	The Lion King	2019	Jon Favreau	Chiwetel Ejiofor,John Oliver,James Earl Jones	After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.
2025-07-09	tt24169886	The Instigators	2024	Doug Liman	Matt Damon,Hong Chau,Jack Harlow	Follows two robbers who must go on the run with the help of one of their therapists after a theft doesn't go as planned.
2025-07-10	tt13654226	The Gorge	2025	Scott Derrickson	Miles Teller,Anya Taylor-Joy,Sigourney Weaver	Two operatives are appointed to posts in guard towers on opposite sides of a classified gorge.
2025-07-12	tt2049403	Beetlejuice Beetlejuice	2024	Tim Burton	Michael Keaton,Winona Ryder,Catherine O'Hara	After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.
2025-07-13	tt10128846	Megalopolis	2024	Francis Ford Coppola	Adam Driver,Giancarlo Esposito,Nathalie Emmanuel	The city of New Rome faces the duel between Cesar Catilina, a brilliant artist in favor of a Utopian future, and the greedy mayor Franklyn Cicero. Between them is Julia Cicero, with her loyalty divided between her father and her beloved.
2025-07-20	tt28015403	Heretic	2024	Scott Beck,Bryan Woods	Hugh Grant,Sophie Thatcher,Chloe East	Two young religious women are drawn into a game of cat-and-mouse in the house of a strange man.
2025-08-23	tt7097896	Venom: Let There Be Carnage	2021	Andy Serkis	Tom Hardy,Woody Harrelson,Michelle Williams	Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.
2025-08-30	tt9619824	Final Destination: Bloodlines	2025	Zach Lipovsky,Adam B. Stein	Kaitlyn Santa Juana,Teo Briones,Rya Kihlstedt	Plagued by a recurring violent nightmare, a college student returns home to find the one person who can break the cycle and save her family from the horrific fate that inevitably awaits them.
2025-11-09	tt32246771	Bring Her Back	2025	Danny Philippou,Michael Philippou	Billy Barratt,Sally Hawkins,Mischa Heywood	A brother and sister uncover a terrifying ritual at the secluded home of their new foster mother.
2025-11-18	tt26584495	Companion	2025	Drew Hancock	Sophie Thatcher,Jack Quaid,Lukas Gage	A weekend getaway with friends at a remote cabin turns into chaos after it's revealed that one of the guests is not what they seem.
2025-11-19	tt6874690	The Rule of Jenny Pen	2024	James Ashcroft	Geoffrey Rush,Nikki MacDonnell,Maaka Pohatu	Confined to a secluded rest home and trapped within his stroke-ridden body, a former Judge must stop an elderly psychopath who employs a child's puppet to abuse the home's residents with deadly consequences.
2025-12-31	tt13622970	Moana 2	2024	David G. Derrick Jr.,Jason Hand,Dana Ledoux Miller	Auli'i Cravalho,Dwayne Johnson,Hualalai Chung	After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.
2026-02-19	tt26743210	How to Train Your Dragon	2025	Dean DeBlois	Mason Thames,Nico Parker,Gerard Butler	As an ancient threat endangers both Vikings and dragons alike on the isle of Berk, the friendship between Hiccup, an inventive Viking, and Toothless, a Night Fury dragon, becomes the key to both species forging a new future together.
2026-02-25	tt13186482	Mufasa: The Lion King	2024	Barry Jenkins	Aaron Pierre,Kelvin Harrison Jr.,Tiffany Boone	Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.
